Terrarium,insect,ter_no,Name_x,customer identifier,cust_no,Name_y,tpe,Contact number,First Purchase period,key,description,food portions per day
recatalogued,d,1072,recatalogued,138,138,Sharika Vendetti,u,085-728-3577,202003,d,Unknown insect type (imputed),5.0
miscarry,v,2238,miscarry,308,308,Angela Schoenborn,p,079-660-5912,201904,v,Velvet ant,2.0
unfatuitous,k,1999,unfatuitous,7,7,Neva Leffler,y,086-594-5216,202106,k,Katydid,3.0
unfrost,q,2892,unfrost,63,63,Almeta Bedolla,z,081-909-2060,202111,q,Queen bee,11.0
horridly,o,2447,horridly,283,283,Marybelle Graden,f,076-223-1485,202005,o,Orange Sulfur Butterfly,13.0
driftage,b,2884,driftage,107,107,Dustin Haynie,k,074-190-5821,201911,b,bee,1.0
sepia,q,1695,sepia,269,269,Juliette Lyford,z,080-755-2008,201908,q,Queen bee,11.0
unquoting,r,2428,unquoting,194,194,Denna Buttrey,d,075-258-1757,202108,r,Rhinoceros beetle,35.0
deshabille,p,2231,deshabille,91,91,Lavina Vos,z,077-981-2916,202110,p,Praying mantis,8.0
unpolitely,q,2766,unpolitely,16,16,Treva Degnan,l,083-583-6419,201905,q,Queen bee,11.0
unstartling,r,2352,unstartling,247,247,Robbyn Carlberg,u,078-601-9398,202006,r,Rhinoceros beetle,35.0
warranter,y,2242,warranter,1,1,Eladia Coltrane,x,072-304-1562,202012,y,Yellow jacket,16.0
lizard,k,3120,lizard,267,267,Treena Capobianco,u,080-343-5302,202001,k,Katydid,3.0
unconjectured,t,2618,unconjectured,73,73,Leora Apo,u,085-383-9952,201912,t,Tsetse fly,5.0
gummy,c,2994,gummy,160,160,Sima Coomer,r,085-159-9315,202104,c,catapillar,1.0
nonplussing,p,1022,nonplussing,145,145,Drucilla Villegas,k,073-134-8894,202106,p,Praying mantis,8.0
psalm,p,1619,psalm,7,7,Neva Leffler,y,086-594-5216,202106,p,Praying mantis,8.0
uncompanionable,u,2683,uncompanionable,168,168,Marin Davisson,b,075-193-5830,201904,u,Underwing,6.0
uncreative,v,2740,uncreative,15,15,Tiffaney Kratky,l,076-373-2923,202002,v,Velvet ant,2.0
khufu,q,3089,khufu,7,7,Neva Leffler,y,086-594-5216,202106,q,Queen bee,11.0
tilelike,s,3234,tilelike,192,192,Adena Monteiro,c,087-132-2188,202001,s,Stick insect,9.0
unfrost,n,2892,unfrost,63,63,Almeta Bedolla,z,081-909-2060,202111,n,Nit,4.0
ophion,u,2166,ophion,182,182,Lurlene Lovingood,a,081-295-4417,202107,u,Underwing,6.0
potamic,q,1961,potamic,213,213,Diann Trigg,l,085-396-2469,201907,q,Queen bee,11.0
unindicated,r,2744,unindicated,221,221,Thi Mennenga,y,083-798-1764,202012,r,Rhinoceros beetle,35.0
lapactic,f,2394,lapactic,116,116,Clemmie Dunphy,c,079-683-5944,202101,f,flea,3.0
unenthused,s,2690,unenthused,298,298,Vivienne Roysden,u,076-814-6909,201909,s,Stick insect,9.0
coccygius,h,1752,coccygius,228,228,Jose Swofford,p,080-771-7187,202104,h,humbug,0.0
foxborough,e,2421,foxborough,31,31,Alverta Magar,z,075-936-4800,202001,e,Elephant hawk moth,2.0
uncorrect,h,2322,uncorrect,179,179,Trinity Roda,o,079-428-4550,201900,h,humbug,0.0
pinacoid,a,1744,pinacoid,319,319,Sharee Chauez,i,086-242-1859,202109,a,ant,1.0
dishabituated,z,1934,dishabituated,236,236,Joesph Junkin,j,081-147-6549,201905,z,Zorapteran,5.0
escalope,l,1972,escalope,117,117,Artie Stiff,n,071-245-3352,202107,l,Locust,99.0
ternopol,b,1786,ternopol,189,189,Henry Mcnew,o,082-332-5238,201903,b,bee,1.0
brookline,w,3032,brookline,283,283,Marybelle Graden,f,076-223-1485,202005,w,Wasp,15.0
unchurlish,x,2576,unchurlish,90,90,Lana Kilcrease,d,083-343-7323,201903,x,Xigua,4.5
unniggard,r,2527,unniggard,68,68,Margrett Lenoir,x,085-130-2200,202006,r,Rhinoceros beetle,35.0
needleful,g,1794,needleful,68,68,Margrett Lenoir,x,085-130-2200,202006,g,Grasshopper,50.0
driftage,d,2884,driftage,107,107,Dustin Haynie,k,074-190-5821,201911,d,Unknown insect type (imputed),5.0
assaultable,s,1273,assaultable,285,285,Priscila Kilroy,c,074-992-6162,202002,s,Stick insect,9.0
dearie,c,3017,dearie,163,163,Lia Strother,l,077-831-2156,201901,c,catapillar,1.0
europe,q,2964,europe,259,259,Hana Clabaugh,d,074-262-7203,239012,q,Queen bee,11.0
ascension,w,2295,ascension,117,117,Artie Stiff,n,071-245-3352,202107,w,Wasp,15.0
dicta,j,1661,dicta,73,73,Leora Apo,u,085-383-9952,201912,j,Junebug,5.0
unrepetitious,m,2854,unrepetitious,221,221,Thi Mennenga,y,083-798-1764,202012,m,Maggot,5.5
symboling,l,2326,symboling,177,177,Cristie Argento,n,086-909-8832,202102,l,Locust,99.0
unexplaining,b,2804,unexplaining,199,199,Leone Matt,u,081-105-7423,201905,b,bee,1.0
godin,i,1398,godin,54,54,Joel Liner,k,081-530-7557,202111,i,insect,3.0
masquerader,x,2079,masquerader,210,210,Pearl Favor,p,072-534-6367,202008,x,Xigua,4.5
nonplussing,z,1022,nonplussing,145,145,Drucilla Villegas,k,073-134-8894,202106,z,Zorapteran,5.0
unshabbily,z,2645,unshabbily,318,318,Gonzalo Ahlstrom,c,078-738-2607,202108,z,Zorapteran,5.0
geber,j,1691,geber,285,285,Priscila Kilroy,c,074-992-6162,202002,j,Junebug,5.0
counterweight,c,2303,counterweight,176,176,Sandra Griego,k,077-259-7055,202112,c,catapillar,1.0
endothelioma,w,1159,endothelioma,182,182,Lurlene Lovingood,a,081-295-4417,202107,w,Wasp,15.0
englutting,h,2151,englutting,163,163,Lia Strother,l,077-831-2156,201901,h,humbug,0.0
albin,y,1657,albin,316,316,Young Bueno,f,084-600-8108,197001,y,Yellow jacket,16.0
gripy,z,1395,gripy,238,238,Ramiro Milligan,h,083-695-5976,202004,z,Zorapteran,5.0
undry,k,1493,undry,41,41,Carmelo Wallner,x,078-519-5851,202006,k,Katydid,3.0
interlocated,v,1296,interlocated,114,114,Kimi Hawkes,v,084-846-5468,202109,v,Velvet ant,2.0
outglitter,e,2025,outglitter,75,75,Ervin Hepburn,b,080-382-6212,202111,e,Elephant hawk moth,2.0
toothless,a,2911,toothless,210,210,Pearl Favor,p,072-534-6367,202008,a,ant,1.0
urdu,u,2842,urdu,2,2,Jewel Rueda,l,077-431-5682,201911,u,Underwing,6.0
pomona,o,1809,pomona,221,221,Thi Mennenga,y,083-798-1764,202012,o,Orange Sulfur Butterfly,13.0
concent,z,2972,concent,254,254,Hai Cabaniss,d,081-119-7725,202100,z,Zorapteran,5.0
generatrix,v,1771,generatrix,132,132,Lesia Moroz,w,071-461-6577,202102,v,Velvet ant,2.0
cobblers,k,2968,cobblers,150,150,Madelene Stanforth,w,081-233-7668,201908,k,Katydid,3.0
untimely,i,2637,untimely,135,135,Kenia Parrett,p,074-997-3189,202103,i,insect,3.0
unpolitely,m,2766,unpolitely,16,16,Treva Degnan,l,083-583-6419,201905,m,Maggot,5.5
meris,o,1429,meris,75,75,Ervin Hepburn,b,080-382-6212,202111,o,Orange Sulfur Butterfly,13.0
erringly,q,1877,erringly,306,306,Lera Calcote,p,084-450-5529,201912,q,Queen bee,11.0
norwalk,d,2941,norwalk,199,199,Leone Matt,u,081-105-7423,201905,d,Unknown insect type (imputed),5.0
indeterminate,r,2052,indeterminate,173,173,Coy Lawler,t,083-207-5989,202002,r,Rhinoceros beetle,35.0
grizzle,d,3101,grizzle,287,287,Eric Kreamer,j,078-476-1791,202003,d,Unknown insect type (imputed),5.0
monza,s,1721,monza,10,10,Blythe Howse,m,074-828-7587,201908,s,Stick insect,9.0
utrecht,c,3105,utrecht,59,59,Irish Jensen,h,081-970-5000,202003,c,catapillar,1.0
neutrosphere,l,1965,neutrosphere,215,215,Foster Zawislak,x,081-769-2511,202011,l,Locust,99.0
gothicise,p,2246,gothicise,7,7,Neva Leffler,y,086-594-5216,202106,p,Praying mantis,8.0
uninterred,w,2747,uninterred,204,204,Gregg Blanchette,c,074-884-1593,202100,w,Wasp,15.0
spawn,b,1478,spawn,218,218,Sona Riel,n,078-924-1263,201900,b,bee,1.0
unliteral,l,2846,unliteral,117,117,Artie Stiff,n,071-245-3352,202107,l,Locust,99.0
phlogopite,d,2018,phlogopite,215,215,Foster Zawislak,x,081-769-2511,202011,d,Unknown insect type (imputed),5.0
crossbencher,b,2481,crossbencher,261,261,Jeremiah Kazee,i,082-952-9820,202106,b,bee,1.0
replevisable,o,1349,replevisable,109,109,Nieves Schorn,w,080-803-1422,201904,o,Orange Sulfur Butterfly,13.0
supersensibly,w,1117,supersensibly,218,218,Sona Riel,n,078-924-1263,201900,w,Wasp,15.0
ungovernability,a,2679,ungovernability,270,270,Marco Rickard,g,074-755-1936,202111,a,ant,1.0
kunowsky,v,2189,kunowsky,42,42,Veola Olvera,k,079-134-4502,202005,v,Velvet ant,2.0
pretimeliness,n,1144,pretimeliness,11,11,Chana Six,m,086-823-5508,201902,n,Nit,4.0
tobie,b,3025,tobie,217,217,Rodger Yamashita,b,082-801-7304,202100,b,bee,1.0
tedder,z,3124,tedder,142,142,Gilma Swager,p,083-578-4644,202112,z,Zorapteran,5.0
input,a,1531,input,313,313,Marna Linder,c,078-398-5953,202109,a,ant,1.0
encincturing,z,1235,encincturing,5,5,Reyes Davies,w,077-283-5044,202106,z,Zorapteran,5.0
taxis,u,3143,taxis,221,221,Thi Mennenga,y,083-798-1764,202012,u,Underwing,6.0
undoubted,m,2550,undoubted,275,275,Raguel Burdge,b,079-392-3974,202110,m,Maggot,5.5
viscidness,m,2223,viscidness,29,29,Myrta Hundley,p,071-401-2236,201903,m,Maggot,5.5
bennu,x,1577,bennu,205,205,Lakesha Mcquarrie,o,071-279-6012,202104,x,Xigua,4.5
unhonored,g,2542,unhonored,125,125,Brice Bonhomme,d,083-379-4932,201905,g,Grasshopper,50.0
eidos,l,1550,eidos,41,41,Carmelo Wallner,x,078-519-5851,202006,l,Locust,99.0
eternized,a,2348,eternized,44,44,Demarcus Shiroma,s,075-293-4079,201910,a,ant,1.0
unretaining,l,1281,unretaining,143,143,Elisha Sandidge,b,081-781-5555,202011,l,Locust,99.0
tobie,v,3025,tobie,217,217,Rodger Yamashita,b,082-801-7304,202100,v,Velvet ant,2.0
crate,k,1600,crate,85,85,Amanda Wolske,p,084-964-8962,202101,k,Katydid,3.0
antipragmatist,m,1748,antipragmatist,124,124,Rosalind Sae,v,072-803-8713,202011,m,Maggot,5.5
nosepiece,l,2953,nosepiece,270,270,Marco Rickard,g,074-755-1936,202111,l,Locust,99.0
sternwheel,i,2987,sternwheel,288,288,Ralph Purinton,l,073-145-6222,201906,i,insect,3.0
unvalidating,x,2554,unvalidating,199,199,Leone Matt,u,081-105-7423,201905,x,Xigua,4.5
escalope,w,1972,escalope,117,117,Artie Stiff,n,071-245-3352,202107,w,Wasp,15.0
unshabbily,e,2645,unshabbily,318,318,Gonzalo Ahlstrom,c,078-738-2607,202108,e,Elephant hawk moth,2.0
noisomely,p,1775,noisomely,223,223,Tomika Odea,b,075-563-8368,201912,p,Praying mantis,8.0
deshabille,s,2231,deshabille,91,91,Lavina Vos,z,077-981-2916,202110,s,Stick insect,9.0
unwastable,i,2702,unwastable,85,85,Amanda Wolske,p,084-964-8962,202101,i,insect,3.0
princeless,z,2949,princeless,233,233,Mafalda Kamerer,n,083-899-2493,202011,z,Zorapteran,5.0
toughener,o,2196,toughener,23,23,Darin Gullickson,k,082-928-1187,202110,o,Orange Sulfur Butterfly,13.0
unprovoking,l,2607,unprovoking,182,182,Lurlene Lovingood,a,081-295-4417,202107,l,Locust,99.0
hamantaschen,g,1049,hamantaschen,192,192,Adena Monteiro,c,087-132-2188,202001,g,Grasshopper,50.0
chirographer,k,1026,chirographer,254,254,Hai Cabaniss,d,081-119-7725,202100,k,Katydid,3.0
ch''an,v,1706,ch''an,16,16,Treva Degnan,l,083-583-6419,201905,v,Velvet ant,2.0
snazziness,f,2424,snazziness,44,44,Demarcus Shiroma,s,075-293-4079,201910,f,flea,3.0
superreliance,g,1015,superreliance,55,55,Noreen Wildey,b,074-967-2367,202011,g,Grasshopper,50.0
undepressing,e,2668,undepressing,190,190,Ilene Daigle,j,082-623-8353,201909,e,Elephant hawk moth,2.0
dicta,v,1661,dicta,73,73,Leora Apo,u,085-383-9952,201912,v,Velvet ant,2.0
translucent,v,1121,translucent,283,283,Marybelle Graden,f,076-223-1485,202005,v,Velvet ant,2.0
unchased,a,2899,unchased,36,36,Donny Cloud,z,087-731-8141,202108,a,ant,1.0
unliteral,o,2846,unliteral,117,117,Artie Stiff,n,071-245-3352,202107,o,Orange Sulfur Butterfly,13.0
interlocated,m,1296,interlocated,114,114,Kimi Hawkes,v,084-846-5468,202109,m,Maggot,5.5
unstruggling,l,2569,unstruggling,202,202,Toshia Hostetter,a,084-997-6773,201903,l,Locust,99.0
bastardy,a,1889,bastardy,119,119,Teodoro Kellam,k,079-496-8800,202002,a,ant,1.0
unharmonising,d,2516,unharmonising,301,301,Micah Sabado,l,075-365-9474,202102,d,Unknown insect type (imputed),5.0
flimflammer,d,2280,flimflammer,277,277,Natisha Blythe,y,083-470-1500,197001,d,Unknown insect type (imputed),5.0
griming,q,3021,griming,133,133,Melida Gass,a,075-575-7976,202112,q,Queen bee,11.0
inoculation,b,1782,inoculation,246,246,Lilla Mccombs,k,074-240-6787,201906,b,bee,1.0
aiea,m,1813,aiea,68,68,Margrett Lenoir,x,085-130-2200,202006,m,Maggot,5.5
undim,f,1448,undim,75,75,Ervin Hepburn,b,080-382-6212,202111,f,flea,3.0
unmortising,p,2831,unmortising,288,288,Ralph Purinton,l,073-145-6222,201906,p,Praying mantis,8.0
rampageous,a,2405,rampageous,208,208,Jerrica Shears,j,078-322-2008,202105,a,ant,1.0
eidos,v,1550,eidos,41,41,Carmelo Wallner,x,078-519-5851,202006,v,Velvet ant,2.0
recodified,s,2022,recodified,256,256,Milagro Maria,f,085-981-6759,202009,s,Stick insect,9.0
catcaller,d,2367,catcaller,189,189,Henry Mcnew,o,082-332-5238,201903,d,Unknown insect type (imputed),5.0
viscidness,n,2223,viscidness,29,29,Myrta Hundley,p,071-401-2236,201903,n,Nit,4.0
umbonate,b,2728,umbonate,122,122,Emmett Gebhard,f,081-153-9951,202011,b,bee,1.0
inoculation,t,1782,inoculation,246,246,Lilla Mccombs,k,074-240-6787,201906,t,Tsetse fly,5.0
lanthanum,m,2060,lanthanum,208,208,Jerrica Shears,j,078-322-2008,202105,m,Maggot,5.5
cottage,g,3135,cottage,47,47,Dean Leighty,p,087-829-8473,202008,g,Grasshopper,50.0
kingtehchen,b,2432,kingtehchen,153,153,Bebe Mathieu,p,074-585-5515,202100,b,bee,1.0
ethnocentrically,b,1262,ethnocentrically,1,1,Eladia Coltrane,x,072-304-1562,202012,b,bee,1.0
uncensorious,d,1007,uncensorious,207,207,Rudy Ketcher,i,074-787-4121,201901,d,Unknown insect type (imputed),5.0
unfeeble,x,2132,unfeeble,313,313,Marna Linder,c,078-398-5953,202109,x,Xigua,4.5
enthralling,b,1824,enthralling,59,59,Irish Jensen,h,081-970-5000,202003,b,bee,1.0
undrawable,e,2865,undrawable,2,2,Jewel Rueda,l,077-431-5682,201911,e,Elephant hawk moth,2.0
endothelioma,i,1159,endothelioma,182,182,Lurlene Lovingood,a,081-295-4417,202107,i,insect,3.0
halotrichite,f,985,halotrichite,176,176,Sandra Griego,k,077-259-7055,202112,f,flea,3.0
gothicise,o,2246,gothicise,7,7,Neva Leffler,y,086-594-5216,202106,o,Orange Sulfur Butterfly,13.0
concent,q,2972,concent,254,254,Hai Cabaniss,d,081-119-7725,202100,q,Queen bee,11.0
gangbang,r,3165,gangbang,311,311,Jeanie Wentzell,d,079-537-7965,201906,r,Rhinoceros beetle,35.0
fancied,k,3093,fancied,272,272,Coletta Madera,f,079-311-1937,202009,k,Katydid,3.0
ascocarpous,l,1820,ascocarpous,269,269,Juliette Lyford,z,080-755-2008,201908,l,Locust,99.0
unniggard,o,2527,unniggard,68,68,Margrett Lenoir,x,085-130-2200,202006,o,Orange Sulfur Butterfly,13.0
chirographer,e,1026,chirographer,254,254,Hai Cabaniss,d,081-119-7725,202100,e,Elephant hawk moth,2.0
phantasmagorially,c,1300,phantasmagorially,106,106,Maureen Spinner,v,080-911-1748,201900,c,catapillar,1.0
unhonored,b,2542,unhonored,125,125,Brice Bonhomme,d,083-379-4932,201905,b,bee,1.0
flush,h,1710,flush,60,60,Eunice Spady,g,076-225-1482,202100,h,humbug,0.0
dearie,f,3017,dearie,163,163,Lia Strother,l,077-831-2156,201901,f,flea,3.0
extroversive,t,2041,extroversive,161,161,Allen Murillo,o,085-414-1537,202104,t,Tsetse fly,5.0
revolutionising,y,1041,revolutionising,205,205,Lakesha Mcquarrie,o,071-279-6012,202104,y,Yellow jacket,16.0
radios,p,1968,radios,179,179,Trinity Roda,o,079-428-4550,201900,p,Praying mantis,8.0
decontaminating,h,1805,decontaminating,135,135,Kenia Parrett,p,074-997-3189,202103,h,humbug,0.0
underseeing,o,2820,underseeing,111,111,Elke Isenberg,s,083-339-1828,201900,o,Orange Sulfur Butterfly,13.0
precollusion,w,1053,precollusion,24,24,Shirl Plotner,c,087-628-6789,201910,w,Wasp,15.0
atoka,u,1360,atoka,314,314,Gretta Bower,j,084-525-4354,201910,u,Underwing,6.0
smithy,s,3048,smithy,155,155,Leeanna Cutlip,k,073-266-2482,202010,s,Stick insect,9.0
orono,k,1474,orono,270,270,Marco Rickard,g,074-755-1936,202111,k,Katydid,3.0
lapactic,d,2394,lapactic,116,116,Clemmie Dunphy,c,079-683-5944,202101,d,Unknown insect type (imputed),5.0
unspiring,p,2816,unspiring,313,313,Marna Linder,c,078-398-5953,202109,p,Praying mantis,8.0
unshrunk,i,2588,unshrunk,225,225,Lacie Shirkey,s,079-280-8212,202004,i,insect,3.0
nenni,c,3238,nenni,36,36,Donny Cloud,z,087-731-8141,202108,c,catapillar,1.0
lated,z,1714,lated,78,78,Joslyn Haus,v,082-228-2104,202010,z,Zorapteran,5.0
knead,d,1425,knead,171,171,Shawanna Shoemake,q,081-441-5381,201903,d,Unknown insect type (imputed),5.0
neutrosphere,s,1965,neutrosphere,215,215,Foster Zawislak,x,081-769-2511,202011,s,Stick insect,9.0
chirographer,m,1026,chirographer,254,254,Hai Cabaniss,d,081-119-7725,202100,m,Maggot,5.5
halotrichite,v,985,halotrichite,176,176,Sandra Griego,k,077-259-7055,202112,v,Velvet ant,2.0
epagogic,m,2071,epagogic,262,262,Samantha Riddell,p,083-811-7115,201904,m,Maggot,5.5
ternopol,t,1786,ternopol,189,189,Henry Mcnew,o,082-332-5238,201903,t,Tsetse fly,5.0
symboling,q,2326,symboling,177,177,Cristie Argento,n,086-909-8832,202102,q,Queen bee,11.0
outglitter,s,2025,outglitter,75,75,Ervin Hepburn,b,080-382-6212,202111,s,Stick insect,9.0
unhefted,v,2440,unhefted,59,59,Irish Jensen,h,081-970-5000,202003,v,Velvet ant,2.0
calcium,o,2234,calcium,5,5,Reyes Davies,w,077-283-5044,202106,o,Orange Sulfur Butterfly,13.0
zincy,q,1490,zincy,29,29,Myrta Hundley,p,071-401-2236,201903,q,Queen bee,11.0
umbonate,e,2728,umbonate,122,122,Emmett Gebhard,f,081-153-9951,202011,e,Elephant hawk moth,2.0
trawl,x,1440,trawl,166,166,Rosendo Parten,t,082-117-2337,202009,x,Xigua,4.5
machetes,m,2462,machetes,239,239,Gertrudis Evan,l,084-243-4527,202004,m,Maggot,5.5
perforated,m,2075,perforated,33,33,Janelle Busch,w,077-721-2347,202104,m,Maggot,5.5
counterweight,i,2303,counterweight,176,176,Sandra Griego,k,077-259-7055,202112,i,insect,3.0
brans,e,1573,brans,9,9,Phillis Wainright,w,071-988-2023,201904,e,Elephant hawk moth,2.0
uninterjected,w,2508,uninterjected,246,246,Lilla Mccombs,k,074-240-6787,201906,w,Wasp,15.0
crate,z,1600,crate,85,85,Amanda Wolske,p,084-964-8962,202101,z,Zorapteran,5.0
unliteral,u,2846,unliteral,117,117,Artie Stiff,n,071-245-3352,202107,u,Underwing,6.0
deafness,m,3044,deafness,277,277,Natisha Blythe,y,083-470-1500,197001,m,Maggot,5.5
unbinned,p,2979,unbinned,107,107,Dustin Haynie,k,074-190-5821,201911,p,Praying mantis,8.0
underpile,s,2592,underpile,76,76,Porter Ferry,e,077-902-6030,202006,s,Stick insect,9.0
cosmopolitanising,u,1315,cosmopolitanising,15,15,Tiffaney Kratky,l,076-373-2923,202002,u,Underwing,6.0
avenaceous,v,1881,avenaceous,303,303,Kathlene Bavaro,h,084-892-8235,201911,v,Velvet ant,2.0
resowed,v,3200,resowed,106,106,Maureen Spinner,v,080-911-1748,201900,v,Velvet ant,2.0
uncommutative,f,2656,uncommutative,241,241,Pauletta Lazo,n,082-454-6754,202103,f,flea,3.0
ungovernability,j,2679,ungovernability,270,270,Marco Rickard,g,074-755-1936,202111,j,Junebug,5.0
uncontinued,w,2535,uncontinued,145,145,Drucilla Villegas,k,073-134-8894,202106,w,Wasp,15.0
unsecured,n,2584,unsecured,244,244,Victor Peppard,e,081-584-1681,201910,n,Nit,4.0
unamputative,j,2603,unamputative,19,19,Jaymie Helsley,z,075-522-2685,202007,j,Junebug,5.0
contraposition,k,1106,contraposition,7,7,Neva Leffler,y,086-594-5216,202106,k,Katydid,3.0
precorrespondence,u,1759,precorrespondence,76,76,Porter Ferry,e,077-902-6030,202006,u,Underwing,6.0
ungag,n,1607,ungag,145,145,Drucilla Villegas,k,073-134-8894,202106,n,Nit,4.0
unwithdrawable,v,2493,unwithdrawable,81,81,Leanora Wickliffe,e,071-619-6458,202109,v,Velvet ant,2.0
serbian,b,2466,serbian,107,107,Dustin Haynie,k,074-190-5821,201911,b,bee,1.0
nonrhythmical,m,1056,nonrhythmical,148,148,Winifred Crumpler,r,080-112-6591,202012,m,Maggot,5.5
unstylized,a,2717,unstylized,259,259,Hana Clabaugh,d,074-262-7203,239012,a,ant,1.0
unfrozen,b,2732,unfrozen,278,278,Lilliam Ming,x,086-885-6234,202100,b,bee,1.0
discipline,a,2082,discipline,246,246,Lilla Mccombs,k,074-240-6787,201906,a,ant,1.0
pupilless,d,2364,pupilless,140,140,Naida Priddy,f,074-186-2384,202011,d,Unknown insect type (imputed),5.0
locus,z,1562,locus,101,101,Sharyn Troy,d,074-190-5827,202103,z,Zorapteran,5.0
brieux,r,2896,brieux,83,83,Aleida Lovelady,l,072-104-6584,201910,r,Rhinoceros beetle,35.0
unmortising,b,2831,unmortising,288,288,Ralph Purinton,l,073-145-6222,201906,b,bee,1.0
brans,i,1573,brans,9,9,Phillis Wainright,w,071-988-2023,201904,i,insect,3.0
balsamaceous,d,1030,balsamaceous,24,24,Shirl Plotner,c,087-628-6789,201910,d,Unknown insect type (imputed),5.0
uncinctured,e,2861,uncinctured,217,217,Rodger Yamashita,b,082-801-7304,202100,e,Elephant hawk moth,2.0
controller,o,1862,controller,72,72,Genna Moree,x,074-376-7745,202003,o,Orange Sulfur Butterfly,13.0
snazziness,n,2424,snazziness,44,44,Demarcus Shiroma,s,075-293-4079,201910,n,Nit,4.0
spuming,g,3070,spuming,34,34,Marica Creed,a,073-422-6326,202109,g,Grasshopper,50.0
detour,s,2873,detour,275,275,Raguel Burdge,b,079-392-3974,202110,s,Stick insect,9.0
unrepetitious,l,2854,unrepetitious,221,221,Thi Mennenga,y,083-798-1764,202012,l,Locust,99.0
venetia,x,2185,venetia,261,261,Jeremiah Kazee,i,082-952-9820,202106,x,Xigua,4.5
embrittle,d,2272,embrittle,46,46,Lorie Winer,m,077-556-5195,202105,d,Unknown insect type (imputed),5.0
unexplaining,h,2804,unexplaining,199,199,Leone Matt,u,081-105-7423,201905,h,humbug,0.0
mokpo,n,1634,mokpo,39,39,Wilburn Kimsey,t,079-343-4425,201906,n,Nit,4.0
infulae,t,1790,infulae,252,252,Carman Lalli,e,080-363-4097,202109,t,Tsetse fly,5.0
numerically,h,1140,numerically,200,200,Lyle Nix,i,076-117-1648,201906,h,humbug,0.0
melinite,m,1797,melinite,202,202,Toshia Hostetter,a,084-997-6773,201903,m,Maggot,5.5
murra,j,1410,murra,176,176,Sandra Griego,k,077-259-7055,202112,j,Junebug,5.0
unmouldering,x,2789,unmouldering,181,181,Jacalyn Goers,g,082-547-5696,202002,x,Xigua,4.5
bugler,n,3067,bugler,50,50,Alphonse Krajewski,f,082-837-1499,202006,n,Nit,4.0
vibration,g,1980,vibration,54,54,Joel Liner,k,081-530-7557,202111,g,Grasshopper,50.0
unstraightened,g,2755,unstraightened,62,62,Nelia Boardman,o,073-849-7376,202000,g,Grasshopper,50.0
terahertzes,p,2033,terahertzes,132,132,Lesia Moroz,w,071-461-6577,202102,p,Praying mantis,8.0
backsword,k,3230,backsword,208,208,Jerrica Shears,j,078-322-2008,202105,k,Katydid,3.0
